Kampus,Nama_Tempat,Kategori_Awal,Kategori_Google,Rating,Total_Reviews,Latitude,Longitude,Google_Maps_Link,Tags,Kategori_Popularitas,Skor_Kepercayaan,Jarak_KM,Kategori_Jarak
Universitas Airlangga - B,Apotek Menur,Apotek,Apotek,3.9,29,-7.2897401,112.7717553,https://www.google.com/maps/place/Apotek+Menur/data=!4m7!3m6!1s0x2dd7fa4927208d05:0x45dcc4b1ad5f4ffd!8m2!3d-7.2897401!4d112.7717553!16s%2Fg%2F1hm2f6pkb!19sChIJBY0gJ0n61y0R_U9frbHE3EU?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4,2.43,Perlu Motor
Universitas Airlangga - B,Apotek Farmasi Airlangga,Apotek,Apotek,4.1,27,-7.2708312,112.7568384,https://www.google.com/maps/place/Apotek+Farmasi+Airlangga/data=!4m7!3m6!1s0x2dd7fb7e87ccb4c9:0xfda01f9e5161d1f1!8m2!3d-7.2708312!4d112.7568384!16s%2Fg%2F11s1bcspkh!19sChIJybTMh3771y0R8dFhUZ4foP0?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.12,0.27,Jalan Kaki
Universitas Airlangga - B,Apotek Pemuda,Apotek,Apotek,3.1,25,-7.2777291,112.7537269,https://www.google.com/maps/place/Apotek+Pemuda/data=!4m7!3m6!1s0x2dd7fbcfb5d8c217:0x86dd7b836082ef83!8m2!3d-7.2777291!4d112.7537269!16s%2Fg%2F1hm2934m1!19sChIJF8LYtc_71y0Rg--CYIN73YY?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,3.56,0.88,Perlu Motor
Universitas Airlangga - B,Apotek Pirus,Apotek,Apotek,4,24,-7.294576,112.7689939,https://www.google.com/maps/place/Apotek+Pirus/data=!4m7!3m6!1s0x2dd7fa4e7539b855:0xf1f4aef8cf93bc7c!8m2!3d-7.294576!4d112.7689939!16s%2Fg%2F1hm41dxvf!19sChIJVbg5dU761y0RfLyTz_iu9PE?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.06,2.75,Perlu Motor
Universitas Airlangga - B,Apotek Esti Farma,Apotek,Apotek,4.1,22,-7.2820792,112.7766652,https://www.google.com/maps/place/Apotek+Esti+Farma/data=!4m7!3m6!1s0x2dd7fa3a2322b011:0x2b86c2a47c06b338!8m2!3d-7.2820792!4d112.7766652!16s%2Fg%2F1hc7gvp2r!19sChIJEbAiIzr61y0ROLMGfKTChis?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.12,2.25,Perlu Motor
Universitas Airlangga - B,Apotek Pucang,Apotek,Apotek,4.5,20,-7.283541,112.755551,https://www.google.com/maps/place/Apotek+Pucang/data=!4m7!3m6!1s0x2dd7fbc9749dffe1:0x5868323b8ae62184!8m2!3d-7.283541!4d112.755551!16s%2Fg%2F11b6snzsws!19sChIJ4f-ddMn71y0RhCHmijsyaFg?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.32,1.36,Perlu Motor
Universitas Airlangga - B,Apotek 178,Apotek,Apotek,4.3,19,-7.2592322,112.774356,https://www.google.com/maps/place/Apotek+178/data=!4m7!3m6!1s0x2dd7f985f3d90459:0x793787e89c55106b!8m2!3d-7.2592322!4d112.774356!16s%2Fg%2F11b6sqkll9!19sChIJWQTZ84X51y0RaxBVnOiHN3k?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.22,2.19,Perlu Motor
Universitas Airlangga - B,Apotek dan Laboratorium Medis Kimia Farma,Apotek,Laboratorium Medis,3.9,18,-7.2695848,112.7561678,https://www.google.com/maps/place/Apotek+dan+Laboratorium+Medis+Kimia+Farma/data=!4m7!3m6!1s0x2dd7fbd165378205:0xe52feb600a553730!8m2!3d-7.2695848!4d112.7561678!16s%2Fg%2F1hc5tlktb!19sChIJBYI3ZdH71y0RMDdVCmDrL-U?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek laboratorium medis,Sepi,4.03,0.41,Jalan Kaki
Universitas Airlangga - B,Apotek Mitra Medicare,Apotek,Apotek,4.4,17,-7.264627,112.7723688,https://www.google.com/maps/place/Apotek+Mitra+Medicare/data=!4m7!3m6!1s0x2dd7f9879ae00cd5:0xeb0897bbf286f20c!8m2!3d-7.264627!4d112.7723688!16s%2Fg%2F11c1wztdy4!19sChIJ1Qzgmof51y0RDPKG8ruXCOs?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.26,1.67,Perlu Motor
Universitas Airlangga - B,Apotek Kondang Sae,Apotek,Apotek,5,14,-7.2676663,112.7611272,https://www.google.com/maps/place/Apotek+Kondang+Sae/data=!4m7!3m6!1s0x2dd7fbc1d6d9f459:0xb5a9cbe8ed444c4d!8m2!3d-7.2676663!4d112.7611272!16s%2Fg%2F11xyj4hp9r!19sChIJWfTZ1sH71y0RTUxE7ejLqbU?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.49,0.52,Perlu Motor
Universitas Airlangga - B,Apotek Primadona,Apotek,Apotek,4.3,14,-7.2595346,112.7574606,https://www.google.com/maps/place/Apotek+Primadona/data=!4m7!3m6!1s0x2dd7f97966eb035d:0x1ddf643f88a2796f!8m2!3d-7.2595346!4d112.7574606!16s%2Fg%2F11b69vsxl8!19sChIJXQPrZnn51y0Rb3miiD9k3x0?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.21,1.38,Perlu Motor
Universitas Airlangga - B,Apotek Tirta Farma,Apotek,Apotek,3,12,-7.2840014,112.7420304,https://www.google.com/maps/place/Apotek+Tirta+Farma/data=!4m7!3m6!1s0x2dd7fbc1a8221f5d:0xc4a4586508c71320!8m2!3d-7.2840014!4d112.7420304!16s%2Fg%2F1hm1q5cvx!19sChIJXR8iqMH71y0RIBPHCGVYpMQ?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,3.71,2.32,Perlu Motor
Universitas Airlangga - B,Apotek Ngagel Jaya,Apotek,Apotek,3.3,12,-7.2900984,112.7556259,https://www.google.com/maps/place/Apotek+Ngagel+Jaya/data=!4m7!3m6!1s0x2dd7fbb6be150d27:0x28c8b8d8040a34d2!8m2!3d-7.2900984!4d112.7556259!16s%2Fg%2F1hm3qfnmp!19sChIJJw0Vvrb71y0R0jQKBNi4yCg?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,3.83,2.06,Perlu Motor
Universitas Airlangga - B,Apotik Dharmawangsa,Apotek,Apotek,4.3,11,-7.2761524,112.7558303,https://www.google.com/maps/place/Apotik+Dharmawangsa/data=!4m7!3m6!1s0x2dd7fbd16673d143:0xa2cfd417ff6044dc!8m2!3d-7.2761524!4d112.7558303!16s%2Fg%2F1hc250qbv!19sChIJQ9FzZtH71y0R3ERg_xfUz6I?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.2,0.6,Perlu Motor
Universitas Airlangga - B,Apotek Valentine,Apotek,Apotek,4.5,11,-7.2940916,112.7344829,https://www.google.com/maps/place/Apotek+Valentine/data=!4m7!3m6!1s0x2dd7fb96c2f55fff:0xca8fdecd0a967b7b!8m2!3d-7.2940916!4d112.7344829!16s%2Fg%2F1hm2273ms!19sChIJ_1_1wpb71y0Re3uWCs3ej8o?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.27,3.67,Perlu Motor
Universitas Airlangga - B,Instalasi Paliatif Dan Bebas Nyeri RSUD Dr. Soetomo,Apotek,Rumah Sakit,4.1,10,-7.2675133,112.7569238,https://www.google.com/maps/place/Instalasi+Paliatif+Dan+Bebas+Nyeri+RSUD+Dr.+Soetomo/data=!4m7!3m6!1s0x2dd7fbd5e174e29b:0x59310728f90d79b2!8m2!3d-7.2675133!4d112.7569238!16s%2Fg%2F11dfgw5640!19sChIJm-J04dX71y0RsnkN-SgHMVk?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek rumah sakit,Sepi,4.13,0.54,Perlu Motor
Universitas Airlangga - B,Apotek Parahita,Apotek,Apotek,4.7,9,-7.2711928,112.7561026,https://www.google.com/maps/place/Apotek+Parahita/data=!4m7!3m6!1s0x2dd7fbd14d496121:0xfb35f1b84b9e9c6d!8m2!3d-7.2711928!4d112.7561026!16s%2Fg%2F11b69_bfcw!19sChIJIWFJTdH71y0RbZyeS7jxNfs?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.31,0.34,Jalan Kaki
Universitas Airlangga - B,Apotek Joyful,Apotek,Apotek,4.1,9,-7.2558159,112.7648883,https://www.google.com/maps/place/Apotek+Joyful/data=!4m7!3m6!1s0x2dd7f9e4d99179a7:0x7f00b17d28bb7e09!8m2!3d-7.2558159!4d112.7648883!16s%2Fg%2F11fqq9386g!19sChIJp3mR2eT51y0RCX67KH2xAH8?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.13,1.9,Perlu Motor
Universitas Airlangga - B,"dr. Saiful Islam, Sp.S (Dokter Spesialis Saraf)",Apotek,Dokter Syaraf,5,9,-7.2695453,112.756226,"https://www.google.com/maps/place/dr.+Saiful+Islam,+Sp.S+%28Dokter+Spesialis+Saraf%29/data=!4m7!3m6!1s0x2dd7fb11c2fa2265:0xc5a7be10d26da4db!8m2!3d-7.2695453!4d112.756226!16s%2Fg%2F11vdrkvw0y!19sChIJZSL6whH71y0R26Rt0hC-p8U?authuser=0&hl=id&rclk=1",universitas airlangga   b apotek dokter syaraf,Sepi,4.41,0.41,Jalan Kaki
Universitas Airlangga - B,Apotek Zurisa,Apotek,Apotek,4,9,-7.25445,112.761347,https://www.google.com/maps/place/Apotek+Zurisa/data=!4m7!3m6!1s0x2dd7f977bf781fc3:0xc3f50bdc7c5c99d2!8m2!3d-7.25445!4d112.761347!16s%2Fg%2F11b6t_13kp!19sChIJwx94v3f51y0R0plcfNwL9cM?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.1,1.95,Perlu Motor
Universitas Airlangga - B,Apotek Vugo Farma,Apotek,Apotek,4,8,-7.2584344,112.7738911,https://www.google.com/maps/place/Apotek+Vugo+Farma/data=!4m7!3m6!1s0x2dd7f9859066f81f:0x7b216ac58b147015!8m2!3d-7.2584344!4d112.7738911!16s%2Fg%2F11gcqwh_bw!19sChIJH_hmkIX51y0RFXAUi8VqIXs?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.1,2.21,Perlu Motor
Universitas Airlangga - B,Farmasi / Apotek / Obat Rawat Jalan RSUD Dr. Soetomo,Apotek,Apotek,2.7,7,-7.2666359,112.7570301,https://www.google.com/maps/place/Farmasi+%2F+Apotek+%2F+Obat+Rawat+Jalan+RSUD+Dr.+Soetomo/data=!4m7!3m6!1s0x2dd7fb004dfc168b:0x645b815137c3685c!8m2!3d-7.2666359!4d112.7570301!16s%2Fg%2F11md4s66ch!19sChIJixb8TQD71y0RXGjDN1GBW2Q?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,3.77,0.62,Perlu Motor
Universitas Airlangga - B,Apotek Mojo,Apotek,Apotek,4.7,7,-7.2694211,112.7697667,https://www.google.com/maps/place/Apotek+Mojo/data=!4m7!3m6!1s0x2dd7fa296020d48f:0xccd3eac2ad71e28!8m2!3d-7.2694211!4d112.7697667!16s%2Fg%2F1pzqbw3wn!19sChIJj9QgYCn61y0RKB7XKqw-zQw?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.29,1.21,Perlu Motor
Universitas Airlangga - B,Apotek Rahardja Farma,Apotek,Apotek,4.4,7,-7.272453,112.765018,https://www.google.com/maps/place/Apotek+Rahardja+Farma/data=!4m7!3m6!1s0x2dd7fa2cee470b0f:0x47c29072c2f98347!8m2!3d-7.272453!4d112.765018!16s%2Fg%2F11b6d40dz3!19sChIJDwtH7iz61y0RR4P5wnKQwkc?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.21,0.66,Perlu Motor
Universitas Airlangga - B,Apotek K 23,Apotek,Apotek,5,6,-7.277255,112.751472,https://www.google.com/maps/place/Apotek+K+23/data=!4m7!3m6!1s0x2dd7fbcff1070f45:0xb59c8f20329941e3!8m2!3d-7.277255!4d112.751472!16s%2Fg%2F11b66cmpmn!19sChIJRQ8H8c_71y0R40GZMiCPnLU?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.34,1.03,Perlu Motor
Universitas Airlangga - B,Kos Kartika house /apotik kartika,Apotek,Apotek,3.7,6,-7.266978,112.7564463,https://www.google.com/maps/place/Kos+Kartika+house+%2Fapotik+kartika/data=!4m7!3m6!1s0x2dd7fbd60ec24b17:0xa876f8328e743e67!8m2!3d-7.266978!4d112.7564463!16s%2Fg%2F1hc64kv0m!19sChIJF0vCDtb71y0RZz50jjL4dqg?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.04,0.62,Perlu Motor
Universitas Airlangga - B,Apotek Mulya Husada,Apotek,Apotek,4.5,6,-7.2895962,112.7598001,https://www.google.com/maps/place/Apotek+Mulya+Husada/data=!4m7!3m6!1s0x2dd7fbb45f603081:0xae5aa024ded3a718!8m2!3d-7.2895962!4d112.7598001!16s%2Fg%2F1hm4qyd2y!19sChIJgTBgX7T71y0RGKfT3iSgWq4?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.22,1.97,Perlu Motor
Universitas Airlangga - B,Apotek RR,Apotek,Apotek,5,5,-7.2664328,112.7615517,https://www.google.com/maps/place/Apotek+RR/data=!4m7!3m6!1s0x2dd7fb5a080628a1:0x75c8299c238233dd!8m2!3d-7.2664328!4d112.7615517!16s%2Fg%2F11hz4r3n_y!19sChIJoSgGCFr71y0R3TOCI5wpyHU?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.31,0.66,Perlu Motor
Universitas Airlangga - B,Apotek 27,Apotek,Apotek,4.2,5,-7.2755041,112.7548876,https://www.google.com/maps/place/Apotek+27/data=!4m7!3m6!1s0x2dd7fb8b40da93f1:0xe1bea5e6fa795e2f!8m2!3d-7.2755041!4d112.7548876!16s%2Fg%2F11vbzn3nkg!19sChIJ8ZPaQIv71y0RL155-ualvuE?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.15,0.62,Perlu Motor
Universitas Airlangga - B,Fiforlif Surabaya,Apotek,Apotek,5,5,-7.2782041,112.7542642,https://www.google.com/maps/place/Fiforlif+Surabaya/data=!4m7!3m6!1s0x2dd7fbce4dc2cca7:0x8cd2a92c6f1276a3!8m2!3d-7.2782041!4d112.7542642!16s%2Fg%2F11g9w5sypl!19sChIJp8zCTc771y0Ro3YSbyyp0ow?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.31,0.88,Perlu Motor
Universitas Airlangga - B,Instalasi Farmasi RSUD Dr. Soetomo,Apotek,Apotek,4.4,5,-7.2685036,112.7585064,https://www.google.com/maps/place/Instalasi+Farmasi+RSUD+Dr.+Soetomo/data=!4m7!3m6!1s0x2dd7fb411b2dbeb5:0x87a8aeb7c5e236da!8m2!3d-7.2685036!4d112.7585064!16s%2Fg%2F11ft2lhrmq!19sChIJtb4tG0H71y0R2jbixbeuqIc?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.19,0.38,Jalan Kaki
Universitas Airlangga - B,Apotek Natural Beauty,Apotek,Apotek,3.6,5,-7.2744443,112.7477407,https://www.google.com/maps/place/Apotek+Natural+Beauty/data=!4m7!3m6!1s0x2dd7fbdb016cfebf:0x3ce105617db58e5e!8m2!3d-7.2744443!4d112.7477407!16s%2Fg%2F11b6d9c807!19sChIJv_5sAdv71y0RXo61fWEF4Tw?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.03,1.28,Perlu Motor
Universitas Airlangga - B,Djamin Elektronik,Apotek,Toko Elektronik,5,5,-7.273163,112.7561985,https://www.google.com/maps/place/Djamin+Elektronik/data=!4m7!3m6!1s0x2dd7fbd16588f281:0xc3b6edd1ed7f1e47!8m2!3d-7.273163!4d112.7561985!16s%2Fg%2F11clwn57c3!19sChIJgfKIZdH71y0RRx5_7dHttsM?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek toko elektronik,Sepi,4.31,0.35,Jalan Kaki
Universitas Airlangga - B,Apotek Mega Farma,Apotek,Apotek,3.8,5,-7.2494938,112.7621436,https://www.google.com/maps/place/Apotek+Mega+Farma/data=!4m7!3m6!1s0x2dd7f975ed4bb5eb:0x39efd0f4ce0c94bb!8m2!3d-7.2494938!4d112.7621436!16s%2Fg%2F1hm3fxv49!19sChIJ67VL7XX51y0Ru5QMzvTQ7zk?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.07,2.51,Perlu Motor
Universitas Airlangga - B,Apotek Mentari Farma,Apotek,Apotek,4.3,4,-7.2669447,112.771332,https://www.google.com/maps/place/Apotek+Mentari+Farma/data=!4m7!3m6!1s0x2dd7fa28f06c94a7:0xc0ecc8b92cba4676!8m2!3d-7.2669447!4d112.771332!16s%2Fg%2F1hm35stt1!19sChIJp5Rs8Cj61y0Rdka6LLnI7MA?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.17,1.46,Perlu Motor
Universitas Airlangga - B,Kalidami Farma Apotik,Apotek,Apotek,4.8,4,-7.2749457,112.7638122,https://www.google.com/maps/place/Kalidami+Farma+Apotik/data=!4m7!3m6!1s0x2dd7fa2d4c022f01:0xf92f2f8f7805ceb2!8m2!3d-7.2749457!4d112.7638122!16s%2Fg%2F1hc433dkh!19sChIJAS8CTC361y0Rss4FeI8vL_k?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.25,0.62,Perlu Motor
Universitas Airlangga - B,Apotek Qualita Farma,Apotek,Apotek,4.8,4,-7.285462,112.751041,https://www.google.com/maps/place/Apotek+Qualita+Farma/data=!4m7!3m6!1s0x2dd7fbc7e009e3d1:0x102ed106cf0747ba!8m2!3d-7.285462!4d112.751041!16s%2Fg%2F1hm1vg2vt!19sChIJ0eMJ4Mf71y0RukcHzwbRLhA?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.25,1.75,Perlu Motor
Universitas Airlangga - B,Apotek Ben Mario,Apotek,Apotek,4.8,4,-7.2794065,112.7725377,https://www.google.com/maps/place/Apotek+Ben+Mario/data=!4m7!3m6!1s0x2dd7fa30faa53945:0x2671a3d0b686790f!8m2!3d-7.2794065!4d112.7725377!16s%2Fg%2F11cjkq2p0g!19sChIJRTml-jD61y0RD3mGttCjcSY?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.25,1.7,Perlu Motor
Universitas Airlangga - B,Dokter Franky,Apotek,Apotek,4.7,3,-7.2753954,112.7622513,https://www.google.com/maps/place/Dokter+Franky/data=!4m7!3m6!1s0x2dd7fb00366870ed:0xdba04d93146ad4b5!8m2!3d-7.2753954!4d112.7622513!16s%2Fg%2F11yq92gj1q!19sChIJ7XBoNgD71y0RtdRqFJNNoNs?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.21,0.53,Perlu Motor
Universitas Airlangga - B,Apotek Rawat Inap 24 Jam RS Dr. Soetomo,Apotek,Apotek,3,2,-7.267952,112.7589884,https://www.google.com/maps/place/Apotek+Rawat+Inap+24+Jam+RS+Dr.+Soetomo/data=!4m7!3m6!1s0x2dd7fbd5bb90b921:0x5cf756ba2554853c!8m2!3d-7.267952!4d112.7589884!16s%2Fg%2F11g8b5hr5y!19sChIJIbmQu9X71y0RPIVUJbpW91w?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.04,0.44,Jalan Kaki
Universitas Airlangga - B,TRIMAS,Apotek,Kantor Perusahaan,5,2,-7.2765821,112.7547931,https://www.google.com/maps/place/TRIMAS/data=!4m7!3m6!1s0x2dd7fcf972278ce5:0xea7aa6834e1c5c6e!8m2!3d-7.2765821!4d112.7547931!16s%2Fg%2F11g8c9njbd!19sChIJ5Ywncvn81y0RblwcToOmeuo?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek kantor perusahaan,Sepi,4.22,0.71,Perlu Motor
Universitas Airlangga - B,TOKO ALKES GPS MEDIKA,Apotek,Apotek,4.5,2,-7.2735916,112.7538919,https://www.google.com/maps/place/TOKO+ALKES+GPS+MEDIKA/data=!4m7!3m6!1s0x2dd7fbd0fe3c8519:0x5dfd771ae312dbdf!8m2!3d-7.2735916!4d112.7538919!16s%2Fg%2F11c6wn8kgt!19sChIJGYU8_tD71y0R39sS4xp3_V0?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.17,0.6,Perlu Motor
Universitas Airlangga - B,Apotek Farmaco,Apotek,Apotek,3,2,-7.2940598,112.7463635,https://www.google.com/maps/place/Apotek+Farmaco/data=!4m7!3m6!1s0x2dd7fbbb98cec413:0xe4ba7a72af0885a9!8m2!3d-7.2940598!4d112.7463635!16s%2Fg%2F11b6df7d7v!19sChIJE8TOmLv71y0RqYUIr3J6uuQ?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.04,2.84,Perlu Motor
Universitas Airlangga - B,Apotik Plus,Apotek,Apotek,5,2,-7.2632845,112.740168,https://www.google.com/maps/place/Apotik+Plus/data=!4m7!3m6!1s0x2dd7fbdf9a148d5b:0xdf5e59f33ee846d0!8m2!3d-7.2632845!4d112.740168!16s%2Fg%2F1pztklqb6!19sChIJW40Umt_71y0R0EboPvNZXt8?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.22,2.29,Perlu Motor
Universitas Airlangga - B,Apotek Mujur Surya,Apotek,Apotek,5,2,-7.262377,112.7739155,https://www.google.com/maps/place/Apotek+Mujur+Surya/data=!4m7!3m6!1s0x2dd7f986305d51bb:0xfff23dc45c7eb1ae!8m2!3d-7.262377!4d112.7739155!16s%2Fg%2F11h6g52pgx!19sChIJu1FdMIb51y0RrrF-XMQ98v8?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.22,1.95,Perlu Motor
Universitas Airlangga - B,Apotek AIRDAS FARMA,Apotek,Apotek,5,2,-7.285129,112.7635618,https://www.google.com/maps/place/Apotek+AIRDAS+FARMA/data=!4m7!3m6!1s0x2dd7fb65d687a421:0xd155f96cdfae8133!8m2!3d-7.285129!4d112.7635618!16s%2Fg%2F11j5rp1gqb!19sChIJIaSH1mX71y0RM4Gu32z5VdE?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.22,1.56,Perlu Motor
Universitas Airlangga - B,Apotek Rawat Jalan RS. DR. Soetomo,Apotek,Rumah Sakit,5,1,-7.2666097,112.757028,https://www.google.com/maps/place/Apotek+Rawat+Jalan+RS.+DR.+Soetomo/data=!4m7!3m6!1s0x2dd7fb007ac56d3f:0x2fda77214fcac62d!8m2!3d-7.2666097!4d112.757028!16s%2Fg%2F11xzxl8xcp!19sChIJP23FegD71y0RLcbKTyF32i8?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek rumah sakit,Sepi,4.18,0.63,Perlu Motor
Universitas Airlangga - B,Apotek Trimas,Apotek,Apotek,5,1,-7.2765704,112.7547978,https://www.google.com/maps/place/Apotek+Trimas/data=!4m7!3m6!1s0x2dd7fb1dd8395c71:0xd109bb33107805e!8m2!3d-7.2765704!4d112.7547978!16s%2Fg%2F11l_1bwtxp!19sChIJcVw52B371y0RXoAHMbObEA0?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.18,0.71,Perlu Motor
Universitas Airlangga - B,Apotek Satria 2,Apotek,Apotek,5,1,-7.2701516,112.7651121,https://www.google.com/maps/place/Apotek+Satria+2/data=!4m7!3m6!1s0x2dd7fb0022974371:0x7ed2e1e559ca0399!8m2!3d-7.2701516!4d112.7651121!16s%2Fg%2F11y74qd58z!19sChIJcUOXIgD71y0RmQPKWeXh0n4?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.18,0.69,Perlu Motor
Universitas Airlangga - B,Apotek syifa,Apotek,Apotek,5,1,-7.2591952,112.762679,https://www.google.com/maps/place/Apotek+syifa/data=!4m7!3m6!1s0x2dd7f97455e9efb5:0x27749429ae551a34!8m2!3d-7.2591952!4d112.762679!16s%2Fg%2F11gl64nhy5!19sChIJte_pVXT51y0RNBpVrimUdCc?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.18,1.46,Perlu Motor
Universitas Airlangga - B,Apotek Emy Herbal,Apotek,Toko Kesehatan dan Kecantikan,5,1,-7.2557222,112.760808,https://www.google.com/maps/place/Apotek+Emy+Herbal/data=!4m7!3m6!1s0x2dd7f9a3aa5b2797:0xfbca2c8f05f904d5!8m2!3d-7.2557222!4d112.760808!16s%2Fg%2F11p67qbt29!19sChIJlydbqqP51y0R1QT5BY8syvs?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek toko kesehatan dan kecantikan,Sepi,4.18,1.8,Perlu Motor
Universitas Airlangga - B,"dr. Noormaini, Sp.KK (Dokter Spesialis Kulit dan kelamin)",Apotek,Dokter,5,1,-7.2695453,112.756226,"https://www.google.com/maps/place/dr.+Noormaini,+Sp.KK+%28Dokter+Spesialis+Kulit+dan+kelamin%29/data=!4m7!3m6!1s0x2dd7fbdb203883bf:0x3c6f5921f8eed994!8m2!3d-7.2695453!4d112.756226!16s%2Fg%2F11vbg0y13m!19sChIJv4M4INv71y0RlNnu-CFZbzw?authuser=0&hl=id&rclk=1",universitas airlangga   b apotek dokter,Sepi,4.18,0.41,Jalan Kaki
Universitas Airlangga - B,"dr. Sawitri, Sp.KK (Dokter Spesialis Kulit dan Kelamin)",Apotek,Dokter,5,1,-7.2695453,112.756226,"https://www.google.com/maps/place/dr.+Sawitri,+Sp.KK+%28Dokter+Spesialis+Kulit+dan+Kelamin%29/data=!4m7!3m6!1s0x2dd7fbd6f9073809:0x5f215835c65c9078!8m2!3d-7.2695453!4d112.756226!16s%2Fg%2F11vbg1h4_j!19sChIJCTgH-db71y0ReJBcxjVYIV8?authuser=0&hl=id&rclk=1",universitas airlangga   b apotek dokter,Sepi,4.18,0.41,Jalan Kaki
Universitas Airlangga - B,Apotek Argopuro,Apotek,Apotek,5,1,-7.2869311,112.7529352,https://www.google.com/maps/place/Apotek+Argopuro/data=!4m7!3m6!1s0x2dd7fbb7db66af6d:0xbd7faa77c4acfa22!8m2!3d-7.2869311!4d112.7529352!16s%2Fg%2F11csbcrv2x!19sChIJba9m27f71y0RIvqsxHeqf70?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.18,1.81,Perlu Motor
Universitas Airlangga - B,Apotek Kurma Kirim/Tagih,Apotek,Apotek,5,1,-7.2701085,112.7679847,https://www.google.com/maps/place/Apotek+Kurma+Kirim%2FTagih/data=!4m7!3m6!1s0x2dd7fb0b398b200d:0x73ad3c30bd3c8446!8m2!3d-7.2701085!4d112.7679847!16s%2Fg%2F11fg4v7swl!19sChIJDSCLOQv71y0RRoQ8vTA8rXM?authuser=0&hl=id&rclk=1,universitas airlangga   b apotek apotek,Sepi,4.18,1,Perlu Motor
